,DATE,AUTHOR,IMAGE,TEXT,KEYWORDS,SUMMARY,kmeans
394,6-12-2012,['Rohan Dua'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"CHANDIGARH: A recent countrywide report by the National AIDS Control Organization (NACO) has revealed that the prevalence of HIV among injection drug users of India is highest in Punjab, leaving behind Manipur which had held the much maligned spot for 26 years.

According to the report, HIV positive persons among the injection drug users (IDUs) in Punjab are 21.02% against the national average of 7.2%. In Manipur, the prevalence rate is 17%.

The report, which has an endorsement by Punjab's own AIDS Control Society run by the health department, says: ""Although the main HIV transmission route continues to be sexual, HIV positivity among IDUs too has emerged as a major concern for the state."" At present, there are 15,545 IDUs in Punjab. The report is based on the national sentinel surveillance data (NSSD), a wing under the Union ministry of health and family welfare.

During a recent visit to Chandigarh, Congress general secretary Rahul Gandhi had courted controversy over his comment that seven out of 10 youths in Punjab were drug addicts. Rahul's comment had evoked sharp reactions from Punjab deputy chief minister Sukhbir Badal and the state government officials.

The report, however, also says that both Punjab and Manipur have shown a decline in HIV prevalence among IDUs from the previously recorded data of 26% and 25% in 2008. Between June 2007 and October 2012, 2,505 people had died due to HIV in Punjab. Alongside Gujarat and Goa, the state has also recorded the highest adult HIV prevalence at 0.32%.","['hiv', 'report', 'idus', 'punjab', 'highest', 'prevalence', 'manipur', 'drug', 'national', 'injection', 'users', 'state']","CHANDIGARH: A recent countrywide report by the National AIDS Control Organization (NACO) has revealed that the prevalence of HIV among injection drug users of India is highest in Punjab, leaving behind Manipur which had held the much maligned spot for 26 years.
According to the report, HIV positive persons among the injection drug users (IDUs) in Punjab are 21.02% against the national average of 7.2%.
The report, however, also says that both Punjab and Manipur have shown a decline in HIV prevalence among IDUs from the previously recorded data of 26% and 25% in 2008.
Between June 2007 and October 2012, 2,505 people had died due to HIV in Punjab.
Alongside Gujarat and Goa, the state has also recorded the highest adult HIV prevalence at 0.32%.",2
395,9-12-2012,['Syed Intishab Ali'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"JAIPUR: Diwali is the time for several people, who migrate to other cities for work, to return home and take part in family celebrations. However, for the Rajasthan State Aids Control Society (RSACS), this was the best time to organize 10-day health camps, with HIV testing facilities, in districts which see a large population migrating to bigger cities for work.The results of the tests were an eye opener as high prevalence of HIV infection was found among the migrating population. The health department officials were shocked to find that the wives of these workers, many of them pregnant, also tested HIV positive.At least 65 cases of HIV were detected at the health camps set up in nine districts between November 1 and November 10. These districts were Ajmer, Bhilwara, Bikaner, Sriganganagar, Jodhpur, Nagaur , Pali, Sikar and Udaipur.Those who tested positive for HIV were unaware that they were being infected with the virus, which once again stresses on the need for strengthening HIV surveillance in the districts. Project director (AIDS) Dr JP Dhamija said, ""It was the best time for launching the HIV testing in nine districts as large number of out-migratory people return to their homes to celebrate Diwali. We did not force them for HIV testing but they voluntarily came at the health camps organized in the respective areas. The camps were successful as we tested 15,975 persons for HIV.""Several pregnant women were found to be infected with HIV virus. In Sikar district, a pregnant woman was immediately referred to a hospital to prevent transmission of virus to the fetus. Two more pregnant women tested positive for HIV in Nagaur.","['hiv', 'districts', 'floating', 'camps', 'pregnant', 'testing', 'virus', 'sikar', 'women', 'prevalence', 'masses', 'tested', 'health', 'high']","However, for the Rajasthan State Aids Control Society (RSACS), this was the best time to organize 10-day health camps, with HIV testing facilities, in districts which see a large population migrating to bigger cities for work.The results of the tests were an eye opener as high prevalence of HIV infection was found among the migrating population.
Project director (AIDS) Dr JP Dhamija said, ""It was the best time for launching the HIV testing in nine districts as large number of out-migratory people return to their homes to celebrate Diwali.
We did not force them for HIV testing but they voluntarily came at the health camps organized in the respective areas.
""Several pregnant women were found to be infected with HIV virus.
Two more pregnant women tested positive for HIV in Nagaur.",2
396,10-12-2012,['Kounteya Sinha'],"https://static.toiimg.com/thumb/msid-17301186,width-1070,height-580,imgsize-1,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg","NEW DELHI: Nearly 25 years after HIV was detected in India, travel restrictions continue to bar patients from free movement through nations. HIV-related travel restrictions at present exist in 45 countries.The Global AIDS Epidemic 2012 report, released by UNAIDS on Tuesday, says that the effects of such restrictions are severe for migrant workers, who play an increasingly prominent role in the global economy.There is a blanket ban on entry of people living with HIV in five countries — Brunei Darussalam, Oman, Sudan, the UAE and Yemen.Five other countries — Egypt, Singapore, Iraq, Qatar and Turks and Caicos Islands — require individuals wishing to stay for short periods (10–90 days) to prove that they are HIV-negative.Laws in 20 countries, including Malaysia, Russia, Singapore, Jordan and Kuwait, deport individuals discovered to be living with HIV.Even in the epidemic's fourth decade globally, nearly four in 10 countries worldwide still lack any specific legal provisions to prevent or address HIV-related discrimination.The number of international migrants rose from 191 million to 214 million between 2005 and 2010.The report says that the six members of the Gulf Cooperation Council (GCC) – Bahrain, Kuwait, Oman, Qatar, Saudi Arabia and the UAE – all mandatorily test people seeking to come to the Gulf countries to work and require them to be periodically tested to renew visas.""Those who become HIV-positive while working in the Gulf are often quarantined, deported, denied appropriate health care and ostracized upon returning to their home countries. Migrants' HIV-positive test results are shared with all approved by the medical centres in the Gulf Cooperation Council, with such workers categorized as ""permanently unfit"" to enter any Gulf Cooperation Council country in the future,"" the report said.India lifted all travel restrictions against HIV-positive patients in 2010.In 2002, the Union health ministry had issued a notification, stating that mandatory test for HIV for India-bound foreign nationals should be removed from visa forms. However, some embassies failed to enforce it, and continued to display the requirement of HIV test certificate on their websites as well as on visa forms.On September 17, 2010, the ministry of external affairs (MEA) clarified that there are no travel or residency restrictions for People Living with HIV (PLHIV) coming to India.UNAIDS says that most of these restrictions were imposed in the early years of the epidemic, when little was understood about HIV prevention and effective HIV treatment did not exist.""In 2012, governments increasingly recognize that these restrictions make no sense in a world in which HIV exists in every country, people living with HIV are living long and productive lives and equal freedom of movement is not only a human right but essential in a globalized world. Of note is the decline in the number of countries, territories and areas with HIV-related travel restrictions from 96 in 2000 to 45 in 2012,"" UNAIDS said.UNAIDS aims to eliminate these restrictions by 2015.Since 2010, Armenia, China, Fiji, Namibia, the Republic of Korea, the Republic of Moldova, Ukraine and the US have repealed such restrictions. Where such restrictions continue to exist, other forms of HIV stigma and discrimination are usually common.The World Health Organization (WHO) pointed out that such entry restrictions mount pressure on people into concealing their HIV infection from immigration authorities.""They simply do not carry their HIV medicines on international trips. This could lead to drug-resistant HIV strains that are transmissible to other people. Besides, drug resistance allows HIV to replicate in the body more freely, people with higher viral loads are also more infectious,"" WHO said.","['hiv', 'affecting', 'restrictions', 'patients', 'bar', 'world', 'test', 'gulf', 'hivrelated', 'countries', 'global', 'travel', 'report', 'living', 'unaids', 'economy']","NEW DELHI: Nearly 25 years after HIV was detected in India, travel restrictions continue to bar patients from free movement through nations.
""Those who become HIV-positive while working in the Gulf are often quarantined, deported, denied appropriate health care and ostracized upon returning to their home countries.
""They simply do not carry their HIV medicines on international trips.
This could lead to drug-resistant HIV strains that are transmissible to other people.
Besides, drug resistance allows HIV to replicate in the body more freely, people with higher viral loads are also more infectious,"" WHO said.",0
397,10-12-2012,['Kounteya Sinha'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"NEW DELHI: First the good news: globally there were more than half a million fewer AIDS-related deaths in 2011 than in 2005, with India reporting a 25% dip in the rate of new HIV infections between 2001 and 2011.But even then last year alone, 1.7 million people died from AIDS-related causes worldwide. Globally, 2.5 million people became newly infected with HIV in 2011.Half of all reductions in new HIV infections in the last two years have been among newborn children showing that elimination of new infections in children is possible.In 2011, there were 34 million people living with HIV. In South and south-east Asia, an estimated 4 million people were living with HIV in 2011, compared to 3.7 million in 2001.The same year, new infections in children were 43% lower than in 2003, and 24% lower than 2009. However, 72% of children living with HIV do not have any access to treatment.An estimated 6.8 million people are eligible for treatment, but don't have access.These are the findings of the Global AIDS Epidemic 2012 report released by UNAIDS on Tuesday. The number of people accessing HIV treatment has increased by 63% between 2009 and 2011.In India, however, around 60% people requiring treatment are getting it. ""The pace of progress is quickening — what used to take a decade is now being achieved in 24 months,"" said Michel Sidibé, executive director of UNAIDS. ""We are scaling up faster and smarter than ever before. It is the proof that with political will and follow through we can reach our shared goals by 2015,"" he said.Gains have been made in reducing tuberculosis (TB)-related AIDS deaths in people living with HIV. In the last 24 months, a 13% decrease in TB-related AIDS deaths was observed. This accomplishment is due to record number of people with HIV/TB co-infection accessing antiretroviral treatment, which is recorded at 45%.UNAIDS also estimates that an additional 4 million discordant couples (where one partner is living with HIV) would benefit from HIV treatment to protect their partners from HIV infection.Of the 34 million people living with HIV, about half do not know their HIV status. The report states that if more people knew their status, they could come forward for HIV services.For example, South Africa increased its scale up of HIV treatment by 75% in the last two years—ensuring 1.7 million people had access to the lifesaving treatment—and new HIV infections have fallen by more than 50,000 in only two years.The report shows that a more than 50% reduction in the rate of new HIV infections has been achieved across 25 low and middle-income countries –– more than half in Africa, the region most affected by HIV.In some of the countries which have the highest HIV prevalence in the world, rates of new HIV infections have been cut dramatically since 2001 — by 73% in Malawi, Botswana (71%), Namibia (68%), Zambia (58%), Zimbabwe (50%), South Africa and Swaziland (41%).In addition to welcome results in HIV prevention, sub-Saharan Africa has reduced AIDS-related deaths by one-third in the last six years and increased the number of people on antiretroviral treatment by 59% in the last two years alone.The area where perhaps most progress is being made is in reducing new HIV infections in children. Half of the global reductions in new HIV infections in the last two years have been among newborn children. ""It is becoming evident that achieving zero new HIV infections in children is possible,"" said Sidibé. ""I am excited that far fewer babies are being born with HIV. We are moving from despair to hope,"" he added.The report shows that antiretroviral therapy has emerged as a powerful force for saving lives. In the last 24 months the numbers of people accessing treatment has increased by 63% globally. In sub-Saharan Africa, a record 2.3 million people had access to treatment. China has increased the number of people on HIV treatment by nearly 50% in the last year alone. There were more than half a million fewer deaths in 2011 than in 2005. The largest drops in AIDS-related deaths are being seen in countries where HIV has the strongest grip. South Africa saw (100,000) fewer deaths, Zimbabwe (nearly 90,000), Kenya (71,000) and Ethiopia (48,000) than in 2005.","['records', 'hiv', 'africa', 'children', 'deaths', 'half', 'million', 'infections', '25', 'dip', 'living', 'increased', 'treatment', 'india']","Globally, 2.5 million people became newly infected with HIV in 2011.Half of all reductions in new HIV infections in the last two years have been among newborn children showing that elimination of new infections in children is possible.In 2011, there were 34 million people living with HIV.
The number of people accessing HIV treatment has increased by 63% between 2009 and 2011.In India, however, around 60% people requiring treatment are getting it.
Half of the global reductions in new HIV infections in the last two years have been among newborn children.
""It is becoming evident that achieving zero new HIV infections in children is possible,"" said Sidibé.
China has increased the number of people on HIV treatment by nearly 50% in the last year alone.",2
398,12-12-2012,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"RAIPUR: Officials admitted that they have recently started a follow up exercise of convincing the dropouts to return.Officials said that an increasing awareness on the disease could be one of the reasons for rise in patients. ""We have also increased the number of Integrated Counselling and Testing Centre (ICTC) and patients coming to these also reflect on the statistics,"" said Dr SK Binjhwar, Additional Project director, Chhattisgarh State AIDS Control Society (CSACS). Officials said the figure was low and not alarming, as it equates to a prevalence of 0.3%. At the same time, they feel that AIDS vulnerability is high in Chhattisgarh as it shares its geographical borders with Maharashtra, Andhra Pradesh West Bengal and Orissa, which are all high AIDS prevalence states.The figure is constantly rising, especially in the high-risk age group of 15-35 years, which is basically described as the productivity period, according to health officials.There are various other factors, all of which add up to bring the second-largest city, Bilaspur , to second place with 1,992 HIV positive people. Educational hub Durg-Bhilai has 1,865 patients.In Bastar, 125 people were tested positive last year, which have increased to 79 in the first half of 2012. Likewise, in Dantewada, the figure for the first half of the year has crossed last year's figure, as nine people were tested HIV positive in 2011 while 11 have already been identified this year.Overall, 606 persons are living with HIV virus in Bastar and 52 in Dantewada, according to official records.","['hiv', 'figures', 'figure', 'positive', 'aids', 'officials', 'patients', 'tested', 'alarming', 'prevalence', 'increased', 'high']","RAIPUR: Officials admitted that they have recently started a follow up exercise of convincing the dropouts to return.Officials said that an increasing awareness on the disease could be one of the reasons for rise in patients.
""We have also increased the number of Integrated Counselling and Testing Centre (ICTC) and patients coming to these also reflect on the statistics,"" said Dr SK Binjhwar, Additional Project director, Chhattisgarh State AIDS Control Society (CSACS).
Officials said the figure was low and not alarming, as it equates to a prevalence of 0.3%.
Educational hub Durg-Bhilai has 1,865 patients.In Bastar, 125 people were tested positive last year, which have increased to 79 in the first half of 2012.
Likewise, in Dantewada, the figure for the first half of the year has crossed last year's figure, as nine people were tested HIV positive in 2011 while 11 have already been identified this year.Overall, 606 persons are living with HIV virus in Bastar and 52 in Dantewada, according to official records.",2
399,14-12-2012,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"JODHPUR: A family of six including four children were thrown out of their house by neighbours after the latter came to know that four members of the family, barring two children, were AIDS-affected. The family, after spending nearly 20 days on the streets, were put back in their house by an NGO and the district administration.

The family was evicted from their house on November 6 after a worker of an NGO, Jeevan Aadhar Community Care Centre, made it public to their neighbours that they were HIV positive. The head of the family, a mason, with his pregnant wife and four children where manhandled and thrown out of their house by neighbours. The entire family then shifted to Umaid Hospital as the woman suffered injuries and started bleeding when the neighbours pushed them out of the locality. The neighbours claimed that they would also get infected if the family continued to live there.

Once out of the hospital, the family spent time wandering here and there in the city and finally made railway station their home where they were spotted by a local NGO, Jodhpur Network of People Living with AIDS. ""We initiated the efforts to rehabilitate them and brought the matter to the notice of the administration,"" said Dinesh Joshi of the NGO.

On the interference of district collector Gaurav Goyal, some policemen from the concerned police station who had earlier refused to lent an ear to the woes of the family, went to the locality and warned the neighbours and re-accommodated the family in their house.

""We sent an official from social welfare department along with the police and resettled them in their house. Apart from this, we also ensured preventive action by the police against those who had thrown them out of the locality. We have also written to the State's AIDS Control Society complaining against the NGO Jeevan Aadhar Community Care Centre, whose worker made the mistake of informing about the family's HIV status to the neighbours,"" said Goyal

Joshi told that the worker of the NGO, who made it public to the people, had visited the family as part of the periodic follow up of such cases. ""But it was the family, who had to suffer due to ignorance of that worker who made it public,"" said Joshi. He attributed the mistake to the lack of seriousness on the part of the NGO which did not educate the staff properly on such sensitive matter.","['hiv', 'children', 'neighbours', 'locality', 'ngo', 'public', 'station', 'worker', 'thrown', 'family', 'house', 'reinstated']","JODHPUR: A family of six including four children were thrown out of their house by neighbours after the latter came to know that four members of the family, barring two children, were AIDS-affected.
The family, after spending nearly 20 days on the streets, were put back in their house by an NGO and the district administration.
The family was evicted from their house on November 6 after a worker of an NGO, Jeevan Aadhar Community Care Centre, made it public to their neighbours that they were HIV positive.
The head of the family, a mason, with his pregnant wife and four children where manhandled and thrown out of their house by neighbours.
""But it was the family, who had to suffer due to ignorance of that worker who made it public,"" said Joshi.",3
400,15-12-2012,['Vinobha K T'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,".

MANGALORE: Mangalore Bar Association in association with Dakshina Kannada zilla panchayat and District Aids Prevention and Control Unit is all set to lend helping hand to HIV positives transgenders and sex workers by providing legal assistance.Legal aid cell with five advocates on board will start functioning in district to ensure social justice to people tested HIV positive, transgenders and sex workers.Former president of Mangalore Bar Association SP Changappa said that the cell will extend help to solve various problems people in these groups face. ""There are more than 3,000 laws in India, but there is no specific law that protects HIV positive people, transgenders and sex workers. The Union Ministry of Law and Justice had drafted HIV/Aids Bill in 2007, but the President has not given assent to it so far. Most of the problems HIV positive people, transgenders and sex workers face will be solved if the Bill is enacted,"" Changappa said.There are several instances of parents abandoning children after they were diagnosed as HIV positive. Some parents even deny property rights even though children have the right. Similarly, transgenders and sex workers too are being treated shabbily in the society. All such inequalities can be eradicated through the proposed Act, he added.Changappa said that HIV positive people, transgenders and sex workers may contact the cell to avail assistance.","['hiv', 'positive', 'association', 'mangalore', 'workers', 'sex', 'positives', 'assistance', 'legal', 'transgenders', 'cell', 'president', 'problems']","""There are more than 3,000 laws in India, but there is no specific law that protects HIV positive people, transgenders and sex workers.
The Union Ministry of Law and Justice had drafted HIV/Aids Bill in 2007, but the President has not given assent to it so far.
Most of the problems HIV positive people, transgenders and sex workers face will be solved if the Bill is enacted,"" Changappa said.There are several instances of parents abandoning children after they were diagnosed as HIV positive.
Similarly, transgenders and sex workers too are being treated shabbily in the society.
All such inequalities can be eradicated through the proposed Act, he added.Changappa said that HIV positive people, transgenders and sex workers may contact the cell to avail assistance.",2
401,17-12-2012,['Abhilash Botekar'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"NASHIK: Reaching beyond individual sustenance and rehabilitation, people with the human immunodeficiency virus ( HIV ) have come together to form a support group and have registered with the Charity Commissioner for the purpose.The organisations titled ‘Network of People and Children Living with HIV (NPCLH)’ have a seven member team; two men and five women. “Like any other organisation we are not limited to identify HIV patients and fighting for their health care issues with the government, but we also intend to strengthen the confidence among the patients to such an extent that they can lead a self-respecting life,” said Yogita, the president of the organisation.The organisation, which started two years back, was only a given legal frame-work in October this year. “NGO – Yash Foundation – that receives grant from Mahindra and Mahindra have helped and guided for four years. We realized that the lives of PCLHs can be made beautiful with medication and support and we can lead a normal life and perform all activities that others do. Now it is time for us to take it forward,” Yogita added.The HIV ‘positive’ people have already been visiting the antiretroviral therapy centres, interacting with other patients, fighting for fair treatment to the people admitted in civil hospital, tracing patients, counseling them and their relatives, providing meals for patients as well as their relatives during their stay in hospitals and providing legal aid. They are also rehabilitating people based on their qualifications and ability to work.“Today we have more than 300 positive people. Women unwilling or unable to go out and work are given the works to stitch gloves, while some others are engaged in managing files in rehabilitation centre. But there is a large numbers of positive patients who have been employed in engineering, pharmaceuticals or even other companies as well,” said Radhika, an office-bearer of the NPC.Yogita said that the organisation was planning to open a hostel for women and children primarily and even for men. There are several donors for the project, but, there is no land available yet.Ravindra Patil of the foundations said, “The concept of the support group is overwhelming and the foundation is ready to provide all the guidance necessary. However, now it has to ensure that it can sustain itself. The members are definitely capable of doing it.”","['group', 'positive', 'hiv', 'start', 'patients', 'yogita', 'women', 'providing', 'rehabilitation', 'support', 'organisation', 'relatives']","“NGO – Yash Foundation – that receives grant from Mahindra and Mahindra have helped and guided for four years.
We realized that the lives of PCLHs can be made beautiful with medication and support and we can lead a normal life and perform all activities that others do.
Now it is time for us to take it forward,” Yogita added.The HIV ‘positive’ people have already been visiting the antiretroviral therapy centres, interacting with other patients, fighting for fair treatment to the people admitted in civil hospital, tracing patients, counseling them and their relatives, providing meals for patients as well as their relatives during their stay in hospitals and providing legal aid.
They are also rehabilitating people based on their qualifications and ability to work.“Today we have more than 300 positive people.
Women unwilling or unable to go out and work are given the works to stitch gloves, while some others are engaged in managing files in rehabilitation centre.",0
402,17-12-2012,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"BANGALORE: Soon, economically weak HIV-positive patients in Karnataka will be reimbursed for the expenditure they incur travelling to their nearest Anti Retroviral Therapy (ART) centres.

The measure comes in the wake of a high instance of dropouts recorded at ART centres by the Karnataka State Aids Prevention Society (KSAPS).

""The amount spent on travelling to the nearest ART centre will be reimbursed to poor HIV-positive patients,"" said Manoj Kumar Tripathi, project director, KSAPS. The Society also announced a rally in the city on December 1 to mark World Aids Day.

""The rally will begin at Vidhana Soudha and end at Freedom Park. A day-long programme will focus on awareness of Aids,"" said Manoj.

KSAPS also shared some statistics on the prevalence of HIV, which show a heartening decline in adult HIV cases in the state. ""The figure has gone down to 0.69% in 2010 from 1.5% in 2003-04. It has declined among young women in the 15-24 age group as well. HIV positivity in antenatal clinic attendees has also declined to 0.24%,"" said Manoj.

HIV AND STATE

Adult HIV prevalence --- 0.69%

Estimated number of People Living With HIV (PLHIV) --- 2,45,522

Total HIV cases registered at ART centres --- 2,32,761

PLHIV on ART --- 85,605

Total number of children on ART --- 5,618","['hiv', 'free', 'travelling', 'aids', 'reimbursed', 'rally', 'patients', 'prevalence', 'centres', 'art', 'travel', 'poor', 'society', 'state']","BANGALORE: Soon, economically weak HIV-positive patients in Karnataka will be reimbursed for the expenditure they incur travelling to their nearest Anti Retroviral Therapy (ART) centres.
The measure comes in the wake of a high instance of dropouts recorded at ART centres by the Karnataka State Aids Prevention Society (KSAPS).
""The amount spent on travelling to the nearest ART centre will be reimbursed to poor HIV-positive patients,"" said Manoj Kumar Tripathi, project director, KSAPS.
KSAPS also shared some statistics on the prevalence of HIV, which show a heartening decline in adult HIV cases in the state.
HIV AND STATEAdult HIV prevalence --- 0.69%Estimated number of People Living With HIV (PLHIV) --- 2,45,522Total HIV cases registered at ART centres --- 2,32,761PLHIV on ART --- 85,605Total number of children on ART --- 5,618",0
403,18-12-2012,['Ashish Gaur'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"INDORE: While HIV/ AIDS is still a social taboo, a number of positive individuals have shed their inhibitions and are getting hitched despite knowing the risks of infection. If the doctors are to be believed, contracting HIV is proving no obstacle for the couples who want get married and lead a normal life despite their condition.

""There are number of patients who feel stigmatized knowing that they contracted HIV somehow but we have helped a number of couples to get married and lead a comfortable life. I have helped nearly half-a-dozen HIV positive couples to tie the knot,"" Dr V.P Pandey, professor, department of medicine, Maharaja Yeshwantrao Hospital said.

""It is affection towards the partner which leads to marriage in such cases. One of my patients, a positive girl wanted to take the plunge despite knowing that she cannot have a baby. She didn't deter from her decision and said that nearly 15% of population does not have their own kid. She was confident that she could one or get one through IVF treatment,"" said Dr Pandey.

According to the doctors, HIV positive couples have fair chances of having a normal child. With the medical treatments available and technological advancement, having a HIV negative child is possible. ""In past 7-8 years there are such medicines available, which make it possible to have a normal baby. I have seen nearly 100 couples having a normal baby in past 7-8 years,"" Dr Pandey said.

The number of people getting married despite knowing they are HIV positive is even higher with the AIDS Society of India. Dr I.S Gilada, president of the society said, ""Those who are aware and know that HIV is manageable and allows for a good life expectancy through treatments do not fear about getting married. They want to live life as a normal individual and do anything for their affectionate partner."" He further added that he has arranged marriages of 19 positive couples and 50 marriages of at least one partner who is HIV positive.","['hiv', 'positive', 'obstacle', 'number', 'life', 'married', 'knowing', 'dr', 'couples', 'normal', 'despite', 'marriage']","If the doctors are to be believed, contracting HIV is proving no obstacle for the couples who want get married and lead a normal life despite their condition.
I have helped nearly half-a-dozen HIV positive couples to tie the knot,"" Dr V.P Pandey, professor, department of medicine, Maharaja Yeshwantrao Hospital said.
According to the doctors, HIV positive couples have fair chances of having a normal child.
The number of people getting married despite knowing they are HIV positive is even higher with the AIDS Society of India.
He further added that he has arranged marriages of 19 positive couples and 50 marriages of at least one partner who is HIV positive.",1
404,18-12-2012,['Kounteya Sinha'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"NEW DELHI: Some of the world’s most powerful CEOs have now joined hands to bring down repressive laws by around 45 countries that still deport, detain or deny entry to people solely because they are living with HIV.Days after TOI reported how 45 countries — many of them major hubs for international business -- still ban travel of HIV infected patients, more than 40 CEOs who represent nearly 2 million employees from companies like Johnson & Johnson, Coca-Cola, Pfizer, Heineken, Merck, the National Basketball Association and Thomson Reuters signed an unprecedented pledge urging the repeal of laws and policies in these countries that restrict movement of HIV positive patients.The CEOs said they opposed HIV travel restrictions because they were discriminatory and because to succeed in today’s globalized economy, companies must be able to send their employees and best talent overseas, regardless of their HIV status.“It’s time to send HIV travel restrictions packing,” said Kenneth Cole, CEO of Kenneth Cole Productions. “Using our collective might, I believe we can use our influence to eliminate these discriminatory practices.”The US lifted its 22-year HIV travel ban in 2010. Other countries, including Armenia, China, Fiji, Moldova, Namibia and Ukraine have also recently removed such restrictions.“Travel restrictions on individuals with HIV are unnecessary and hinder the ability for individuals and companies to operate in a truly global workforce,” said Mark Bertolini, chairman and CEO of Aetna.Most HIV-travel restrictions were imposed by governments in the 1980s when little was known about the transmission of HIV, and treatment didn’t exist. “Since then, we’ve learned how to effectively prevent, manage and treat HIV,” UNAIDS said.“Restrictions on entry, stay and residence for people living with HIV are discriminatory and a violation of human rights,” said Michel Sidibé, executive director of UNAIDS. “Every individual should have equal access to freedom of movement. I urge all countries to remove all such restrictions based on HIV status,” he added.“HIV travel restrictions are discriminatory and bad for business,” said Chip Bergh, president of Levi Strauss & Co.There is a blanket ban on entry of people living with HIV in five countries — Brunei Darussalam, Oman, Sudan, UAE and Yemen. Five countries -- Egypt, Singapore, Iraq, Qatar and Turks and Caicos Islands -- require individuals wishing to stay for short periods (10–90 days) to prove that they are HIV-negative.Laws in 20 countries including Malaysia, Russia, Singapore, Jordan and Kuwait deport individuals discovered to be living with HIV.Even in the epidemic’s fourth decade globally, nearly 4 in 10 countries worldwide still lack any specific legal provisions to prevent or address HIV-related discrimination.The Global AIDS Epidemic 2012 report, released by UNAIDS, says that the effects of such restrictions are most severe for migrant workers, who play an increasingly prominent role in the global economy. From 2005 to 2010, the number of international migrants rose from 191 million to 214 million. The report says that the six members of the Gulf Cooperation Council – Bahrain, Kuwait, Oman, Qatar, Saudi Arabia and the UAE – all mandatorily test people seeking to come to the Gulf countries to work and require them to be periodically tested to renew visas.“Those who become HIV-positive while working in the Gulf are often quarantined, deported, denied appropriate health care and ostracized upon returning to their home countries. Migrants’ HIV-positive test results are shared with all approved medical centres in the Gulf Cooperation Council, with such workers categorized as permanently unfit to enter any Gulf Cooperation Council country in the future,” the report said.India lifted all travel restrictions against HIV-positive patients in 2010.In 2002, the health ministry had issued a notification stating that mandatory test for HIV for India-bound foreign nationals should be removed from visa forms. However, some embassies failed to enforce it and continued to display the requirement of HIV test certificate on their websites as well as on visa forms.On September 17, 2010 the ministry of external affairs clarified that there were no travel or residency restrictions for people living with HIV coming to India.","['positive', 'hiv', 'restrictions', 'ban', 'individuals', 'test', 'gulf', 'discriminatory', 'countries', 'ceos', 'travel', 'global', 'seek', 'living', 'unaids', 'removal']","“Using our collective might, I believe we can use our influence to eliminate these discriminatory practices.”The US lifted its 22-year HIV travel ban in 2010.
“Since then, we’ve learned how to effectively prevent, manage and treat HIV,” UNAIDS said.“Restrictions on entry, stay and residence for people living with HIV are discriminatory and a violation of human rights,” said Michel Sidibé, executive director of UNAIDS.
I urge all countries to remove all such restrictions based on HIV status,” he added.“HIV travel restrictions are discriminatory and bad for business,” said Chip Bergh, president of Levi Strauss & Co.There is a blanket ban on entry of people living with HIV in five countries — Brunei Darussalam, Oman, Sudan, UAE and Yemen.
From 2005 to 2010, the number of international migrants rose from 191 million to 214 million.
However, some embassies failed to enforce it and continued to display the requirement of HIV test certificate on their websites as well as on visa forms.On September 17, 2010 the ministry of external affairs clarified that there were no travel or residency restrictions for people living with HIV coming to India.",0
